"ms_id","pr_id","files","confFiles","chunks","confChunks","devs","code_churn","confCodeChurn","complexity","integrator.knew","formatting","merge.time.diff"
47856,19,99,1,408,1,4,1329,13,2,100,0,430
53910,19,40,2,100,3,10,830,58,6,66.6666666666667,0,14536
54647,19,12,1,53,2,4,218,27,4,100,0,5853
94240,19,15,1,43,2,2,82,14,4,100,0,244
97331,19,38,1,157,1,3,254,6,2,100,0,181
101281,19,3,1,24,1,3,118,32,2,100,0,15566
97747,5,140,2,1239,2,20,8135,35,4,100,0,72211
1779,21,1,1,11,1,3,27,6,2,100,0,223
1864,21,1,1,12,1,5,28,6,2,100,0,728
1879,21,1,1,17,1,7,50,7,2,100,0,76
1990,21,1,1,6,1,5,13,7,2,100,0,590
2025,21,1,1,29,2,6,90,19,4,100,0,9004
2660,21,1,1,29,1,7,74,14,2,100,0,425
2690,21,2,1,87,1,26,378,54,2,100,0,29922
2994,21,1,1,19,1,7,29,5,2,100,0,24043
3124,21,1,1,6,1,7,12,5,2,100,0,403
3341,21,1,1,9,1,9,15,5,2,100,0,245
3376,21,3,1,104,1,44,416,5,2,100,0,75
3538,21,1,1,11,1,7,20,6,2,100,0,369
3879,21,1,1,16,1,5,39,7,2,100,0,2805
3894,21,1,1,19,1,5,41,6,2,100,0,444
4091,21,2,1,100,1,26,230,6,2,100,0,234
4332,21,1,1,32,1,4,69,15,2,100,0,1544
4778,21,1,1,121,1,37,303,7,2,100,0,1730
5119,21,3,1,47,1,19,109,5,2,100,0,843794
5952,21,2,1,250,1,5,879,16,2,100,0,828
6102,21,2,1,259,2,9,874,32,4,100,0,282334
6431,21,2,1,265,1,24,863,36,2,100,0,298564
53220,21,2,1,253,1,9,884,11,2,100,0,1343776
9791,68,58,1,376,1,4,2132,7,2,100,0,1790
9823,68,19,1,96,2,3,457,46,8,100,0,10089
17561,68,14,1,55,1,5,417,17,2,100,100,601
17696,68,29,1,87,1,5,274,6,2,100,0,3636
21815,68,268,6,798,8,10,13541,129,18,100,0,1861
29540,68,136,9,682,13,18,5691,151,30,53.8461538461538,0,75568
32222,68,46,1,302,1,6,2699,7,2,100,0,627
32909,68,20,2,73,2,7,592,178,4,50,0,7890
37227,68,37,2,1296,2,6,8353,143,6,100,0,2454
37673,68,156,1,2033,1,22,13446,5,2,100,0,2471
42678,68,38,1,146,2,8,720,13,4,100,0,242
42893,68,46,1,218,1,6,2604,28,2,100,0,2791
42982,68,241,4,1001,6,15,9246,127,18,66.6666666666667,0,7960
43044,68,46,3,192,8,3,1583,62,16,100,0,5109
43134,68,74,3,481,4,6,2168,419,15,75,0,10883
43551,68,74,3,433,6,8,2701,100,12,50,0,5895
44662,68,24,1,96,1,5,485,6,2,100,0,204
45325,68,76,1,92,1,3,8545,7,2,100,0,12877
46007,68,78,19,97,19,5,5763,95,38,36.8421052631579,0,67127
46315,68,85,3,261,3,8,1991,21,6,33.3333333333333,0,1376
47166,68,2,1,28,2,2,76,27,4,100,0,735
48276,68,199,4,360,4,17,2733,36,8,75,0,75829
48397,68,137,3,162,3,5,386,25,4,50,0,771
48752,68,22,1,88,1,6,329,45,2,100,0,51
51574,68,283,5,1867,5,22,28310,25,10,20,0,816
53025,68,79,3,255,3,12,6631,23,6,100,0,13288
53188,68,32,2,113,2,3,788,17,4,50,0,801
53475,68,61,1,236,1,4,2133,5,2,100,0,10227
53886,68,231,7,713,7,14,5399,486,27,57.1428571428571,0,1608
54585,68,361,5,1606,5,27,31698,34,10,20,0,724
54799,68,403,3,1344,3,20,29458,51,6,100,0,162
55019,68,271,16,874,16,16,26779,80,32,62.5,0,11769
55144,68,207,3,662,3,10,2816,15,6,100,0,1337
55213,68,111,2,630,2,11,28859,10,4,100,0,174
55292,68,178,2,350,2,13,13590,23,4,100,50,1962
55484,68,212,4,472,4,14,18687,43,8,100,25,397
56341,68,152,3,629,3,15,6314,45,7,100,0,5114
57120,68,92,3,455,4,13,5634,107,8,25,0,7175
57380,68,240,4,563,13,18,3940,188,26,23.0769230769231,0,335
57799,68,196,3,431,4,15,5213,651,8,75,0,5900
57946,68,155,1,282,1,5,929,22,2,100,0,44354
57975,68,175,49,416,49,12,1663,261,98,48.9795918367347,0,299
79309,68,59,36,125,41,3,822,308,85,100,0,60878
79327,68,42,2,47,2,1,85,10,4,100,0,617
79376,68,54,19,104,21,2,535,215,42,100,0,823
79557,68,10,1,23,1,1,166,5,2,100,0,1526
79575,68,35,1,55,1,2,1279,5,2,100,0,362
79600,68,52,1,81,1,3,359,5,2,100,0,86
79626,68,7,3,18,4,2,67,34,8,100,0,810
79656,68,35,1,50,1,4,218,5,2,100,0,45485
79702,68,143,28,276,28,12,16957,140,56,100,0,3210
79729,68,141,29,249,29,14,17264,147,58,100,0,15005
79743,68,120,2,142,2,4,415,10,4,50,0,10410
79802,68,152,5,329,5,8,1428,25,10,100,0,1462
79849,68,37,2,105,2,5,777,319,11,100,0,623
80121,68,78,1,103,2,9,958,31,4,100,0,1799
80166,68,66,6,66,6,1,211,30,12,66.6666666666667,0,445
80169,68,77,6,242,6,1,1516,30,12,100,0,479
80174,68,112,6,149,6,4,1444,30,12,100,0,269
80186,68,81,1,93,1,4,1186,5,2,100,0,73
80189,68,41,6,41,6,1,186,30,12,100,0,218
80200,68,114,3,126,3,4,1372,24,6,100,0,2221
80266,68,29,2,34,2,3,69,10,4,100,0,10697
80278,68,26,5,57,5,2,669,33,10,100,0,1880
80297,68,45,7,104,8,3,560,56,16,100,0,244653
80333,68,63,5,234,6,8,983,30,12,100,50,15955
80368,68,87,11,301,12,12,1491,117,27,100,0,607
80378,68,87,11,301,12,12,1491,117,27,100,0,607
80385,68,53,4,277,4,6,1135,20,8,100,0,147
80396,68,21,2,27,2,1,70,10,4,100,0,392
